ZCTA,COUNTY,STATE,COUNTYFP
35592,Lamar County,AL,01075
35616,Colbert County,AL,01033
35621,Morgan County,AL,01103
35651,Lawrence County,AL,01079
36010,Pike County,AL,01109
36036,Montgomery County,AL,01101
36064,Montgomery County,AL,01101
36080,Elmore County,AL,01051
36110,Montgomery County,AL,01101
36250,Calhoun County,AL,01015
36276,Randolph County,AL,01111
36322,Dale County,AL,01045
36460,Monroe County,AL,01099
36545,Clarke County,AL,01025
36579,Baldwin County,AL,01003
36603,Mobile County,AL,01097
36782,Marengo County,AL,01091
36916,Choctaw County,AL,01023
36741,Wilcox County,AL,01131
35007,Shelby County,AL,01117
35010,Tallapoosa County,AL,01123
35020,Jefferson County,AL,01073
35043,Shelby County,AL,01117
35073,Jefferson County,AL,01073
33412,Palm Beach County,FL,12099
33435,Palm Beach County,FL,12099
33440,Hendry County,FL,12051
33442,Broward County,FL,12011
33471,Glades County,FL,12043
33514,Sumter County,FL,12119
33559,Hillsborough County,FL,12057
33578,Hillsborough County,FL,12057
33713,Pinellas County,FL,12103
33777,Pinellas County,FL,12103
33782,Pinellas County,FL,12103
33890,Hardee County,FL,12049
33950,Charlotte County,FL,12015
34113,Collier County,FL,12021
34203,Manatee County,FL,12081
34266,DeSoto County,FL,12027
34288,Sarasota County,FL,12115
34638,Pasco County,FL,12101
34787,Orange County,FL,12095
33550,Hillsborough County,FL,12057
99516,Anchorage Municipality,AK,02020
99568,Kenai Peninsula Borough,AK,02122
99615,Kodiak Island Borough,AK,02150
33433,Palm Beach County,FL,12099
33463,Palm Beach County,FL,12099
33493,Palm Beach County,FL,12099
33513,Sumter County,FL,12119
33534,Hillsborough County,FL,12057
33576,Pasco County,FL,12101
33756,Pinellas County,FL,12103
33760,Pinellas County,FL,12103
33827,Polk County,FL,12105
33860,Polk County,FL,12105
33912,Lee County,FL,12071
33931,Lee County,FL,12071
34103,Collier County,FL,12021
34135,Lee County,FL,12071
34285,Sarasota County,FL,12115
34473,Marion County,FL,12083
34614,Hernando County,FL,12053
34950,St. Lucie County,FL,12111
33022,Broward County,FL,12011
32024,Columbia County,FL,12023
32025,Columbia County,FL,12023
32040,Baker County,FL,12003
32044,Bradford County,FL,12007
32062,Suwannee County,FL,12121
99622,Bethel Census Area,AK,02050
99670,Bristol Bay Borough,AK,02060
99682,Kenai Peninsula Borough,AK,02122
99747,North Slope Borough,AK,02185
99776,Southeast Fairbanks Census Area,AK,02240
99929,Wrangell City and Borough,AK,02275
99506,Anchorage Municipality,AK,02020
99563,Kusilvak Census Area,AK,02158
99574,,,
99575,Bethel Census Area,AK,02050
99639,Kenai Peninsula Borough,AK,02122
99644,Kodiak Island Borough,AK,02150
99648,Lake and Peninsula Borough,AK,02164
99661,Aleutians East Borough,AK,02013
99723,North Slope Borough,AK,02185
99730,Yukon-Koyukuk Census Area,AK,02290
99768,Yukon-Koyukuk Census Area,AK,02290
99769,Nome Census Area,AK,02180
99826,Hoonah-Angoon Census Area,AK,02105
99515,Anchorage Municipality,AK,02020
99573,Valdez-Cordova Census Area,AK,02261
99649,Lake and Peninsula Borough,AK,02164
99737,Southeast Fairbanks Census Area,AK,02240
99755,Denali Borough,AK,02068
32073,Clay County,FL,12019
32082,St. Johns County,FL,12109
32084,St. Johns County,FL,12109
32095,St. Johns County,FL,12109
32119,Volusia County,FL,12127
32169,Volusia County,FL,12127
32234,Duval County,FL,12031
32258,Duval County,FL,12031
32324,Gadsden County,FL,12039
32356,Taylor County,FL,12123
32407,Bay County,FL,12005
32428,Washington County,FL,12133
32514,Escambia County,FL,12033
32564,Okaloosa County,FL,12091
32609,Alachua County,FL,12001
32702,Lake County,FL,12069
32757,Orange County,FL,12095
32809,Orange County,FL,12095
32909,Brevard County,FL,12009
32958,Indian River County,FL,12061
32968,Indian River County,FL,12061
33032,Miami-Dade County,FL,12086
33147,Miami-Dade County,FL,12086
33301,Broward County,FL,12011
99820,Hoonah-Angoon Census Area,AK,02105
99919,Prince of Wales-Hyder Census Area,AK,02198
99925,Prince of Wales-Hyder Census Area,AK,02198
99725,Fairbanks North Star Borough,AK,02090
99589,Bethel Census Area,AK,02050
99630,Bethel Census Area,AK,02050
99638,Aleutians West Census Area,AK,02016
99667,Matanuska-Susitna Borough,AK,02170
99722,Yukon-Koyukuk Census Area,AK,02290
99742,Nome Census Area,AK,02180
99772,Nome Census Area,AK,02180
99788,Yukon-Koyukuk Census Area,AK,02290
99827,Hoonah-Angoon Census Area,AK,02105
99501,Anchorage Municipality,AK,02020
99540,Anchorage Municipality,AK,02020
99548,Lake and Peninsula Borough,AK,02164
99565,Lake and Peninsula Borough,AK,02164
99571,Aleutians East Borough,AK,02013
99611,Kenai Peninsula Borough,AK,02122
99645,Matanuska-Susitna Borough,AK,02170
99656,Bethel Census Area,AK,02050
99671,Nome Census Area,AK,02180
99681,Bethel Census Area,AK,02050
99703,Fairbanks North Star Borough,AK,02090
33438,Palm Beach County,FL,12099
33469,Martin County,FL,12085
33538,Sumter County,FL,12119
33610,Hillsborough County,FL,12057
33614,Hillsborough County,FL,12057
33635,Hillsborough County,FL,12057
33710,Pinellas County,FL,12103
33839,Polk County,FL,12105
33909,Lee County,FL,12071
33946,Charlotte County,FL,12015
34120,Collier County,FL,12021
34201,Manatee County,FL,12081
34292,Sarasota County,FL,12115
34446,Citrus County,FL,12017
34498,Levy County,FL,12075
34698,,,
34746,Osceola County,FL,12097
34972,Okeechobee County,FL,12093
32081,St. Johns County,FL,12109
32087,Baker County,FL,12003
32096,Hamilton County,FL,12047
32131,Putnam County,FL,12107
32148,Putnam County,FL,12107
32222,Duval County,FL,12031
32060,Suwannee County,FL,12121
32066,Lafayette County,FL,12067
32080,St. Johns County,FL,12109
32092,St. Johns County,FL,12109
32094,Suwannee County,FL,12121
32205,Duval County,FL,12031
32331,Madison County,FL,12079
32430,Calhoun County,FL,12013
32565,Santa Rosa County,FL,12113
32656,Clay County,FL,12019
32683,Levy County,FL,12075
32764,Volusia County,FL,12127
32831,Orange County,FL,12095
32926,Brevard County,FL,12009
33021,Broward County,FL,12011
33070,Monroe County,FL,12087
33162,Miami-Dade County,FL,12086
33314,Broward County,FL,12011
33470,Palm Beach County,FL,12099
33527,Hillsborough County,FL,12057
33584,Hillsborough County,FL,12057
33634,Hillsborough County,FL,12057
33705,Pinellas County,FL,12103
33850,Polk County,FL,12105
32328,,,
32333,Gadsden County,FL,12039
32343,Gadsden County,FL,12039
32456,,,
32459,Walton County,FL,12131
32566,Santa Rosa County,FL,12113
32618,Alachua County,FL,12001
32725,Volusia County,FL,12127
32765,Seminole County,FL,12117
32778,Lake County,FL,12069
32953,Brevard County,FL,12009
33142,Miami-Dade County,FL,12086
33187,Miami-Dade County,FL,12086
33305,Broward County,FL,12011
33316,Broward County,FL,12011
33327,Broward County,FL,12011
33415,Palm Beach County,FL,12099
33461,Palm Beach County,FL,12099
33572,Hillsborough County,FL,12057
33755,Pinellas County,FL,12103
33770,Pinellas County,FL,12103
33771,Pinellas County,FL,12103
33852,Highlands County,FL,12055
33952,Charlotte County,FL,12015
33867,Polk County,FL,12105
34102,Collier County,FL,12021
34110,Collier County,FL,12021
34239,Sarasota County,FL,12115
34453,Citrus County,FL,12017
34669,Pasco County,FL,12101
34695,Pinellas County,FL,12103
34739,Osceola County,FL,12097
34761,Orange County,FL,12095
32046,Nassau County,FL,12089
32053,Hamilton County,FL,12047
32055,Columbia County,FL,12023
32061,Columbia County,FL,12023
32112,Putnam County,FL,12107
32137,Flagler County,FL,12035
32190,Volusia County,FL,12127
32218,Duval County,FL,12031
32348,Taylor County,FL,12123
32427,Washington County,FL,12133
32505,Escambia County,FL,12033
32563,Santa Rosa County,FL,12113
32583,Santa Rosa County,FL,12113
32680,Dixie County,FL,12029
33955,Charlotte County,FL,12015
34112,Collier County,FL,12021
34211,Manatee County,FL,12081
34235,Sarasota County,FL,12115
34449,Levy County,FL,12075
34601,Hernando County,FL,12053
34691,Pasco County,FL,12101
34981,St. Lucie County,FL,12111
32008,Suwannee County,FL,12121
32011,Nassau County,FL,12089
32034,Nassau County,FL,12089
32038,Columbia County,FL,12023
32110,Flagler County,FL,12035
32128,Volusia County,FL,12127
32174,Flagler County,FL,12035
32208,Duval County,FL,12031
32310,Leon County,FL,12073
32336,Taylor County,FL,12123
32423,Jackson County,FL,12063
32443,Jackson County,FL,12063
32460,Jackson County,FL,12063
32539,Okaloosa County,FL,12091
32619,Gilchrist County,FL,12041
32701,Seminole County,FL,12117
32714,Seminole County,FL,12117
32754,Brevard County,FL,12009
32776,Lake County,FL,12069
32814,Orange County,FL,12095
32905,Brevard County,FL,12009
33020,Broward County,FL,12011
33031,Miami-Dade County,FL,12086
33050,,,
33145,Miami-Dade County,FL,12086
33165,Miami-Dade County,FL,12086
33170,Miami-Dade County,FL,12086
33194,Miami-Dade County,FL,12086
33556,Hillsborough County,FL,12057
33619,Hillsborough County,FL,12057
33716,Pinellas County,FL,12103
33810,Polk County,FL,12105
33838,Polk County,FL,12105
33917,Lee County,FL,12071
33947,Charlotte County,FL,12015
33990,Lee County,FL,12071
34224,Charlotte County,FL,12015
34237,Sarasota County,FL,12115
34452,Citrus County,FL,12017
34602,Hernando County,FL,12053
35080,Shelby County,AL,01117
35083,Cullman County,AL,01043
35097,Blount County,AL,01009
35116,Jefferson County,AL,01073
35176,Shelby County,AL,01117
35463,Tuscaloosa County,AL,01125
35585,Franklin County,AL,01059
35661,Colbert County,AL,01033
35744,Jackson County,AL,01071
35904,Etowah County,AL,01055
35983,Cherokee County,AL,01019
36022,Elmore County,AL,01051
36066,Autauga County,AL,01001
36088,Macon County,AL,01087
36201,Calhoun County,AL,01015
36310,Henry County,AL,01067
36346,Coffee County,AL,01031
36375,Geneva County,AL,01061
36474,Covington County,AL,01039
36521,Mobile County,AL,01097
36559,Baldwin County,AL,01003
36575,Mobile County,AL,01097
36607,Mobile County,AL,01097
36740,Greene County,AL,01063
34689,Pinellas County,FL,12103
34773,Osceola County,FL,12097
34952,St. Lucie County,FL,12111
32009,Nassau County,FL,12089
32043,Clay County,FL,12019
32086,St. Johns County,FL,12109
32091,Bradford County,FL,12007
32141,Volusia County,FL,12127
32259,St. Johns County,FL,12109
32317,Leon County,FL,12073
32359,Dixie County,FL,12029
32408,Bay County,FL,12005
32440,Jackson County,FL,12063
32464,Holmes County,FL,12059
32626,Levy County,FL,12075
32643,Alachua County,FL,12001
32703,Orange County,FL,12095
32805,Orange County,FL,12095
32825,Orange County,FL,12095
32826,Orange County,FL,12095
32937,,,
32962,Indian River County,FL,12061
33060,Broward County,FL,12011
33126,Miami-Dade County,FL,12086
36784,Clarke County,AL,01025
36915,Choctaw County,AL,01023
35035,Bibb County,AL,01007
35078,Shelby County,AL,01117
35127,Jefferson County,AL,01073
35136,Coosa County,AL,01037
35146,St. Clair County,AL,01115
35206,Jefferson County,AL,01073
35210,Jefferson County,AL,01073
35543,Marion County,AL,01093
35581,Franklin County,AL,01059
35741,Madison County,AL,01089
35754,Morgan County,AL,01103
35766,Jackson County,AL,01071
35808,Madison County,AL,01089
35960,Cherokee County,AL,01019
36024,Elmore County,AL,01051
36105,Montgomery County,AL,01101
36318,Geneva County,AL,01061
36376,Houston County,AL,01069
36456,Butler County,AL,01013
36483,Covington County,AL,01039
36540,Clarke County,AL,01025
33140,Miami-Dade County,FL,12086
33156,Miami-Dade County,FL,12086
33160,Miami-Dade County,FL,12086
33161,Miami-Dade County,FL,12086
33176,Miami-Dade County,FL,12086
33179,Miami-Dade County,FL,12086
33308,Broward County,FL,12011
33330,Broward County,FL,12011
33458,Palm Beach County,FL,12099
33544,Pasco County,FL,12101
33592,Hillsborough County,FL,12057
33617,Hillsborough County,FL,12057
33708,,,
33801,Polk County,FL,12105
33843,Polk County,FL,12105
33922,,,
34114,Collier County,FL,12021
34223,Sarasota County,FL,12115
34286,Sarasota County,FL,12115
34471,Marion County,FL,12083
34604,Hernando County,FL,12053
34653,Pasco County,FL,12101
34984,St. Lucie County,FL,12111
34997,Martin County,FL,12085
36576,Baldwin County,AL,01003
36750,Chilton County,AL,01021
36860,Russell County,AL,01113
30165,Floyd County,GA,13115
35022,Jefferson County,AL,01073
35053,Cullman County,AL,01043
35063,Walker County,AL,01127
35147,Shelby County,AL,01117
35204,Jefferson County,AL,01073
35217,Jefferson County,AL,01073
35244,Shelby County,AL,01117
35444,Tuscaloosa County,AL,01125
35474,Hale County,AL,01065
35570,Marion County,AL,01093
35587,Walker County,AL,01127
35654,Franklin County,AL,01059
35774,Jackson County,AL,01071
35968,DeKalb County,AL,01049
35981,DeKalb County,AL,01049
36075,Macon County,AL,01087
36278,Randolph County,AL,01111
36323,Coffee County,AL,01031
36481,Monroe County,AL,01099
36558,Washington County,AL,01129
32059,Madison County,FL,12079
32064,Suwannee County,FL,12121
32065,Clay County,FL,12019
32083,Union County,FL,12125
32162,Sumter County,FL,12119
32216,Duval County,FL,12031
32254,Duval County,FL,12031
32332,Gadsden County,FL,12039
32435,Walton County,FL,12131
32503,Escambia County,FL,12033
32534,Escambia County,FL,12033
32621,Levy County,FL,12075
32641,Alachua County,FL,12001
32694,Alachua County,FL,12001
32744,Volusia County,FL,12127
32819,Orange County,FL,12095
32904,Brevard County,FL,12009
33004,Broward County,FL,12011
33062,Broward County,FL,12011
33068,Broward County,FL,12011
33157,Miami-Dade County,FL,12086
33168,Miami-Dade County,FL,12086
33322,Broward County,FL,12011
33331,Broward County,FL,12011
36693,Mobile County,AL,01097
36793,Chilton County,AL,01021
36854,Chambers County,AL,01017
36925,Sumter County,AL,01119
35014,Talladega County,AL,01121
35033,Cullman County,AL,01043
35051,Shelby County,AL,01117
35068,Jefferson County,AL,01073
35087,Morgan County,AL,01103
35133,Blount County,AL,01009
35223,Jefferson County,AL,01073
35458,Tuscaloosa County,AL,01125
35481,Pickens County,AL,01107
35579,Walker County,AL,01127
35748,Madison County,AL,01089
35901,Etowah County,AL,01055
35956,Etowah County,AL,01055
36006,Autauga County,AL,01001
36043,Lowndes County,AL,01085
36092,Elmore County,AL,01051
36109,Montgomery County,AL,01101
36256,Tallapoosa County,AL,01123
36311,Dale County,AL,01045
36320,Houston County,AL,01069
35023,Jefferson County,AL,01073
35049,Blount County,AL,01009
35111,Tuscaloosa County,AL,01125
35112,St. Clair County,AL,01115
35128,St. Clair County,AL,01115
35171,Chilton County,AL,01021
35453,Tuscaloosa County,AL,01125
35480,Tuscaloosa County,AL,01125
35563,Marion County,AL,01093
35580,Walker County,AL,01127
35611,Limestone County,AL,01083
35660,Colbert County,AL,01033
35755,Marshall County,AL,01095
35801,Madison County,AL,01089
35950,Marshall County,AL,01095
36005,Bullock County,AL,01011
36035,Pike County,AL,01109
36042,Butler County,AL,01013
36273,Cleburne County,AL,01029
36441,Escambia County,AL,01053
36482,Clarke County,AL,01025
36505,Mobile County,AL,01097
36511,Baldwin County,AL,01003
36532,Baldwin County,AL,01003
36473,Conecuh County,AL,01035
36548,Washington County,AL,01129
36578,Baldwin County,AL,01003
36613,Mobile County,AL,01097
36754,Marengo County,AL,01091
36768,Wilcox County,AL,01131
36867,Russell County,AL,01113
36904,Choctaw County,AL,01023
36008,Autauga County,AL,01001
32709,Orange County,FL,12095
32720,Volusia County,FL,12127
32732,Seminole County,FL,12117
32746,Seminole County,FL,12117
32779,Seminole County,FL,12117
32822,Orange County,FL,12095
32907,Brevard County,FL,12009
33001,,,
33019,Broward County,FL,12011
33034,Miami-Dade County,FL,12086
33043,,,
33150,Miami-Dade County,FL,12086
33196,Miami-Dade County,FL,12086
33315,Broward County,FL,12011
33483,Palm Beach County,FL,12099
36587,Mobile County,AL,01097
36744,Hale County,AL,01065
36773,Dallas County,AL,01047
36853,Tallapoosa County,AL,01123
36922,Choctaw County,AL,01023
35005,Jefferson County,AL,01073
35006,Jefferson County,AL,01073
35031,Blount County,AL,01009
35046,Chilton County,AL,01021
35064,Jefferson County,AL,01073
35125,St. Clair County,AL,01115
35235,Jefferson County,AL,01073
35406,Tuscaloosa County,AL,01125
35490,Tuscaloosa County,AL,01125
35643,Lawrence County,AL,01079
35671,Limestone County,AL,01083
35768,Jackson County,AL,01071
35776,Jackson County,AL,01071
35954,Etowah County,AL,01055
36013,Montgomery County,AL,01101
36047,Lowndes County,AL,01085
36091,Chilton County,AL,01021
36280,Randolph County,AL,01111
36426,Escambia County,AL,01053
33525,Pasco County,FL,12101
33543,Pasco County,FL,12101
33702,Pinellas County,FL,12103
33712,Pinellas County,FL,12103
33714,Pinellas County,FL,12103
33763,Pinellas County,FL,12103
33803,Polk County,FL,12105
33837,Polk County,FL,12105
33873,Hardee County,FL,12049
33897,Polk County,FL,12105
33928,Lee County,FL,12071
33974,Lee County,FL,12071
34101,Collier County,FL,12021
34142,Collier County,FL,12021
34202,Manatee County,FL,12081
34251,Manatee County,FL,12081
34287,Sarasota County,FL,12115
34475,Marion County,FL,12083
34654,Pasco County,FL,12101
34690,Pasco County,FL,12101
34759,Osceola County,FL,12097
34797,Lake County,FL,12069
34953,St. Lucie County,FL,12111
36442,Covington County,AL,01039
36518,Washington County,AL,01129
36567,Baldwin County,AL,01003
36585,Washington County,AL,01129
36617,Mobile County,AL,01097
36751,Clarke County,AL,01025
36875,Russell County,AL,01113
35004,St. Clair County,AL,01115
35016,Marshall County,AL,01095
35019,Cullman County,AL,01043
35034,Bibb County,AL,01007
35057,Cullman County,AL,01043
35062,Jefferson County,AL,01073
35149,Talladega County,AL,01121
35180,Jefferson County,AL,01073
35243,Jefferson County,AL,01073
35405,Tuscaloosa County,AL,01125
35457,Tuscaloosa County,AL,01125
35503,Walker County,AL,01127
35548,Marion County,AL,01093
35601,Morgan County,AL,01103
35763,Madison County,AL,01089
35903,Etowah County,AL,01055
32033,St. Johns County,FL,12109
32071,Suwannee County,FL,12121
32097,Nassau County,FL,12089
32118,Volusia County,FL,12127
32207,Duval County,FL,12031
32221,Duval County,FL,12031
32301,Leon County,FL,12073
32309,Leon County,FL,12073
32444,Bay County,FL,12005
32462,Washington County,FL,12133
32547,Okaloosa County,FL,12091
32567,Okaloosa County,FL,12091
32580,Okaloosa County,FL,12091
32712,Orange County,FL,12095
32812,Orange County,FL,12095
32901,Brevard County,FL,12009
32948,Indian River County,FL,12061
33030,Miami-Dade County,FL,12086
33172,Miami-Dade County,FL,12086
33177,Miami-Dade County,FL,12086
33189,Miami-Dade County,FL,12086
33328,Broward County,FL,12011
33406,Palm Beach County,FL,12099
35973,Cherokee County,AL,01019
35987,St. Clair County,AL,01115
36030,Butler County,AL,01013
36037,Butler County,AL,01013
36108,Montgomery County,AL,01101
36269,Cleburne County,AL,01029
36353,Henry County,AL,01067
36451,Clarke County,AL,01025
36560,Mobile County,AL,01097
36619,Mobile County,AL,01097
36720,Wilcox County,AL,01131
36742,Marengo County,AL,01091
36863,Chambers County,AL,01017
36879,Chambers County,AL,01017
35040,Shelby County,AL,01117
35045,Chilton County,AL,01021
35054,St. Clair County,AL,01115
35082,Clay County,AL,01027
35085,Chilton County,AL,01021
35115,Shelby County,AL,01117
35150,Talladega County,AL,01121
35214,Jefferson County,AL,01073
35469,Greene County,AL,01063
35546,Tuscaloosa County,AL,01125
85008,Maricopa County,AZ,04013
85032,Maricopa County,AZ,04013
85054,Maricopa County,AZ,04013
85085,Maricopa County,AZ,04013
85138,Pinal County,AZ,04021
85204,Maricopa County,AZ,04013
85257,Maricopa County,AZ,04013
85266,Maricopa County,AZ,04013
85355,Maricopa County,AZ,04013
85530,Graham County,AZ,04009
85614,Pima County,AZ,04019
85736,Pima County,AZ,04019
85928,Navajo County,AZ,04017
86015,Coconino County,AZ,04005
86401,Mohave County,AZ,04015
86429,Mohave County,AZ,04015
86544,Apache County,AZ,04001
85378,Maricopa County,AZ,04013
84531,San Juan County,UT,49037
86504,Apache County,AZ,04001
86515,McKinley County,NM,35031
85043,Maricopa County,AZ,04013
85233,Maricopa County,AZ,04013
85297,Maricopa County,AZ,04013
85323,Maricopa County,AZ,04013
96722,Kauai County,HI,15007
96748,Maui County,HI,15009
96755,Hawaii County,HI,15001
96714,Kauai County,HI,15007
96773,Hawaii County,HI,15001
96778,Hawaii County,HI,15001
96795,Honolulu County,HI,15003
96792,Honolulu County,HI,15003
96706,Honolulu County,HI,15003
96716,Kauai County,HI,15007
96734,Honolulu County,HI,15003
96762,Honolulu County,HI,15003
96818,Honolulu County,HI,15003
96860,,,
96710,Hawaii County,HI,15001
96754,Kauai County,HI,15007
96765,Kauai County,HI,15007
96815,Honolulu County,HI,15003
96712,Honolulu County,HI,15003
96732,Maui County,HI,15009
96764,Hawaii County,HI,15001
96770,Maui County,HI,15009
96782,Honolulu County,HI,15003
96822,Honolulu County,HI,15003
18902,Bucks County,PA,42017
18974,Bucks County,PA,42017
19013,Delaware County,PA,42045
19023,Delaware County,PA,42045
19038,Montgomery County,PA,42091
19301,Chester County,PA,42029
19317,Chester County,PA,42029
19348,Chester County,PA,42029
19401,Montgomery County,PA,42091
19507,Berks County,PA,42011
16675,Cambria County,PA,42021
16864,Centre County,PA,42027
15010,Beaver County,PA,42007
15044,Allegheny County,PA,42003
15052,Beaver County,PA,42007
15066,Beaver County,PA,42007
15083,Westmoreland County,PA,42129
15116,Allegheny County,PA,42003
15205,Allegheny County,PA,42003
15235,Allegheny County,PA,42003
15239,Allegheny County,PA,42003
15352,Greene County,PA,42059
15364,Greene County,PA,42059
15410,Fayette County,PA,42051
05051,Orange County,VT,50017
05059,Windsor County,VT,50027
05143,Windsor County,VT,50027
05154,Windham County,VT,50025
05361,Windham County,VT,50025
05443,Addison County,VT,50001
05648,Washington County,VT,50023
05667,Washington County,VT,50023
05761,Rutland County,VT,50021
05770,Addison County,VT,50001
05666,Washington County,VT,50023
05045,Orange County,VT,50017
05046,Caledonia County,VT,50005
05076,Orange County,VT,50017
05444,Lamoille County,VT,50015
05452,Chittenden County,VT,50007
05458,Grand Isle County,VT,50013
05679,Orange County,VT,50017
05736,Rutland County,VT,50021
05764,Rutland County,VT,50021
05837,Essex County,VT,50009
05001,Windsor County,VT,50027
05257,Bennington County,VT,50003
17501,Lancaster County,PA,42071
17545,Lancaster County,PA,42071
17572,Lancaster County,PA,42071
17601,Lancaster County,PA,42071
17745,Clinton County,PA,42035
17751,Clinton County,PA,42035
17959,Schuylkill County,PA,42107
18017,Northampton County,PA,42095
18053,Lehigh County,PA,42077
18073,Montgomery County,PA,42091
18222,Luzerne County,PA,42079
18235,Carbon County,PA,42025
18347,Monroe County,PA,42089
18414,Lackawanna County,PA,42069
18630,Susquehanna County,PA,42115
18634,Luzerne County,PA,42079
18660,Luzerne County,PA,42079
18704,Luzerne County,PA,42079
18823,Susquehanna County,PA,42115
18929,Bucks County,PA,42017
18955,Bucks County,PA,42017
19014,Delaware County,PA,42045
19032,Delaware County,PA,42045
19063,Delaware County,PA,42045
96766,Kauai County,HI,15007
96769,Kauai County,HI,15007
96791,Honolulu County,HI,15003
96705,Kauai County,HI,15007
96726,Hawaii County,HI,15001
96730,Honolulu County,HI,15003
96750,Hawaii County,HI,15001
96752,Kauai County,HI,15007
96772,Hawaii County,HI,15001
96817,Honolulu County,HI,15003
83424,Teton County,ID,16081
83463,Lemhi County,ID,16059
83520,Clearwater County,ID,16035
83605,Canyon County,ID,16027
83642,Ada County,ID,16001
83814,Kootenai County,ID,16055
83830,Benewah County,ID,16009
83843,Latah County,ID,16057
83212,Power County,ID,16077
83227,Custer County,ID,16037
83238,Bear Lake County,ID,16007
83255,Butte County,ID,16023
83338,Jerome County,ID,16053
83422,Teton County,ID,16081
15449,Fayette County,PA,42051
15454,Fayette County,PA,42051
15459,Fayette County,PA,42051
15462,Fayette County,PA,42051
15468,Fayette County,PA,42051
15533,Bedford County,PA,42009
15559,Bedford County,PA,42009
15633,Westmoreland County,PA,42129
15655,Westmoreland County,PA,42129
15666,Westmoreland County,PA,42129
15717,Indiana County,PA,42063
15728,Indiana County,PA,42063
15840,Jefferson County,PA,42065
15849,Clearfield County,PA,42033
16025,Butler County,PA,42019
16201,Armstrong County,PA,42005
16371,Warren County,PA,42123
16433,Crawford County,PA,42039
16634,Huntingdon County,PA,42061
16640,Cambria County,PA,42021
16667,Bedford County,PA,42009
16694,Huntingdon County,PA,42061
16731,McKean County,PA,42083
16841,Centre County,PA,42027
82005,Laramie County,WY,56021
82052,Albany County,WY,56001
82061,Laramie County,WY,56021
82242,Niobrara County,WY,56027
82714,Crook County,WY,56011
82720,Crook County,WY,56011
82053,Laramie County,WY,56021
82083,Albany County,WY,56001
82219,Goshen County,WY,56015
82335,Carbon County,WY,56007
82430,Hot Springs County,WY,56017
82435,Park County,WY,56029
82523,Fremont County,WY,56013
82620,Natrona County,WY,56025
82644,Natrona County,WY,56025
82727,Campbell County,WY,56005
82833,Sheridan County,WY,56033
82942,Sweetwater County,WY,56037
83111,Lincoln County,WY,56023
83122,Lincoln County,WY,56023
82058,Albany County,WY,56001
82325,Carbon County,WY,56007
82839,Sheridan County,WY,56033
83014,Teton County,WY,56039
19151,Philadelphia County,PA,42101
19362,Chester County,PA,42029
19438,Montgomery County,PA,42091
19550,Berks County,PA,42011
19608,Berks County,PA,42011
16475,Erie County,PA,42049
17769,Lycoming County,PA,42081
15012,Westmoreland County,PA,42129
15062,Westmoreland County,PA,42129
15065,Allegheny County,PA,42003
15085,Westmoreland County,PA,42129
15106,Allegheny County,PA,42003
15145,Allegheny County,PA,42003
15207,Allegheny County,PA,42003
15311,Washington County,PA,42125
15366,Washington County,PA,42125
15376,Washington County,PA,42125
15479,Westmoreland County,PA,42129
15537,Bedford County,PA,42009
15624,Westmoreland County,PA,42129
15662,Westmoreland County,PA,42129
15687,Westmoreland County,PA,42129
15753,Clearfield County,PA,42033
83468,Lemhi County,ID,16059
83555,Nez Perce County,ID,16069
83822,Bonner County,ID,16017
83832,Latah County,ID,16057
83873,Shoshone County,ID,16079
83202,Bannock County,ID,16005
83235,Custer County,ID,16037
83250,Bannock County,ID,16005
83271,Power County,ID,16077
83276,Caribou County,ID,16029
83626,Canyon County,ID,16027
83661,Payette County,ID,16075
83676,Canyon County,ID,16027
83813,Bonner County,ID,16017
83837,Shoshone County,ID,16079
83864,Bonner County,ID,16017
83217,Caribou County,ID,16029
83286,Franklin County,ID,16041
83311,Cassia County,ID,16031
83328,Twin Falls County,ID,16083
83333,Blaine County,ID,16013
83428,Bonneville County,ID,16019
83440,Madison County,ID,16065
83455,Teton County,ID,16081
16860,Clearfield County,PA,42033
16921,Tioga County,PA,42117
17011,Cumberland County,PA,42041
17013,Cumberland County,PA,42041
17016,Lebanon County,PA,42075
17028,Dauphin County,PA,42043
17057,Dauphin County,PA,42043
17228,Fulton County,PA,42057
17255,Huntingdon County,PA,42061
17321,York County,PA,42133
17349,York County,PA,42133
17532,Lancaster County,PA,42071
17557,Lancaster County,PA,42071
17702,Lycoming County,PA,42081
17777,Northumberland County,PA,42097
17778,Clinton County,PA,42035
17853,Snyder County,PA,42109
17888,Columbia County,PA,42037
17983,Schuylkill County,PA,42107
18013,Northampton County,PA,42095
18070,Montgomery County,PA,42091
18214,Schuylkill County,PA,42107
18237,Schuylkill County,PA,42107
18326,Monroe County,PA,42089
82221,Goshen County,WY,56015
82323,Carbon County,WY,56007
82426,Big Horn County,WY,56003
82640,Johnson County,WY,56019
82938,Sweetwater County,WY,56037
83025,Teton County,WY,56039
83114,Lincoln County,WY,56023
82001,Laramie County,WY,56021
82051,Albany County,WY,56001
82059,Laramie County,WY,56021
82329,Carbon County,WY,56007
82433,Park County,WY,56029
82441,Big Horn County,WY,56003
82936,Uinta County,WY,56041
82073,Albany County,WY,56001
82213,Platte County,WY,56031
82729,Crook County,WY,56011
82932,Sweetwater County,WY,56037
82009,Laramie County,WY,56021
